,AttackID,ThreatID,Interaction,Category,Description,Title,RepeatedElseWhere,RepeatedInCategory,Effect,IFlag,Source,SourceType,Destination,DestinationType
12,13,311.0,CurentStatus(int status),Repudiation,"SiteServer claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",Potential Data Repudiation by SiteServer,False,False,Data Repudiation,5.0,FleetController,GE.P,SiteServer,GE.P
13,14,310.0,CurentStatus(int status),Tampering,Data flowing across CurentStatus(int status) may be tampered with by an attacker. This may lead to a denial of service attack against SiteServer or an elevation of privilege attack against SiteServer or an information disclosure by SiteServer. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for SiteServer,True,Denial Of Service,False,5.0,FleetController,GE.P,SiteServer,GE.P
14,15,310.0,CurentStatus(int status),Tampering,Data flowing across CurentStatus(int status) may be tampered with by an attacker. This may lead to a denial of service attack against SiteServer or an elevation of privilege attack against SiteServer or an information disclosure by SiteServer. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for SiteServer,True,Information Disclosure,False,5.0,FleetController,GE.P,SiteServer,GE.P
15,16,310.0,CurentStatus(int status),Tampering,Data flowing across CurentStatus(int status) may be tampered with by an attacker. This may lead to a denial of service attack against SiteServer or an elevation of privilege attack against SiteServer or an information disclosure by SiteServer. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for SiteServer,True,Elevation Of Privilege,False,5.0,FleetController,GE.P,SiteServer,GE.P
16,17,236.0,CurentStatus(int status),Elevation Of Privilege,HX01 may be able to impersonate the context of RemoteController in order to gain additional privilege.,Elevation Using Impersonation,False,False,impersonate,5.0,RemoteController,GE.P,HX01,GE.P
17,18,290.0,Command(int command ;int userId),Elevation Of Privilege,RemoteController may be able to impersonate the context of HxRemoteOperator in order to gain additional privilege.,Elevation Using Impersonation,False,False,impersonate,2.0,HxRemoteOperator,GE.EI,RemoteController,GE.P
18,19,224.0,KeepControll( ),Elevation Of Privilege,RemoteController may be able to impersonate the context of FleetController in order to gain additional privilege.,Elevation Using Impersonation,False,False,impersonate,1.0,FleetController,GE.P,RemoteController,GE.P
19,20,284.0,Command(int command ;int userId),Spoofing,HxRemoteOperator may be spoofed by an attacker and this may lead to unauthorized access to RemoteController. Consider using a standard authentication mechanism to identify the external entity.,Spoofing the HxRemoteOperator External Entity,False,False,unauthorized access,2.0,HxRemoteOperator,GE.EI,RemoteController,GE.P
20,21,228.0,Command(int command; int userId),Elevation Of Privilege,HX01 may be able to impersonate the context of FleetController in order to gain additional privilege.,Elevation Using Impersonation,False,False,impersonate,1.0,FleetController,GE.P,HX01,GE.P
21,22,309.0,CurentStatus(int status),Spoofing,SiteServer may be spoofed by an attacker and this may lead to information disclosure by FleetController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the SiteServer Process,True,Information Disclosure,False,5.0,FleetController,GE.P,SiteServer,GE.P
22,23,308.0,CurentStatus(int status),Spoofing,FleetController may be spoofed by an attacker and this may lead to unauthorized access to SiteServer. Consider using a standard authentication mechanism to identify the source process.,Spoofing the FleetController Process,False,False,unauthorized access,5.0,FleetController,GE.P,SiteServer,GE.P
23,24,301.0,ReturnControll( ),Elevation Of Privilege,RemoteController may be able to impersonate the context of HxRemoteOperator in order to gain additional privilege.,Elevation Using Impersonation,False,False,impersonate,2.0,HxRemoteOperator,GE.EI,RemoteController,GE.P
24,25,258.0,TakeControlReq( ),Elevation Of Privilege,FleetController may be able to impersonate the context of RemoteController in order to gain additional privilege.,Elevation Using Impersonation,False,False,impersonate,1.0,RemoteController,GE.P,FleetController,GE.P
25,26,295.0,ReturnControll( ),Spoofing,HxRemoteOperator may be spoofed by an attacker and this may lead to unauthorized access to RemoteController. Consider using a standard authentication mechanism to identify the external entity.,Spoofing the HxRemoteOperator External Entity,False,False,unauthorized access,2.0,HxRemoteOperator,GE.EI,RemoteController,GE.P
26,27,269.0,ReturnControll( ),Elevation Of Privilege,FleetController may be able to impersonate the context of RemoteController in order to gain additional privilege.,Elevation Using Impersonation,False,False,impersonate,2.0,RemoteController,GE.P,FleetController,GE.P
27,28,319.0,KeepControll( ),Spoofing,FleetController may be spoofed by an attacker and this may lead to unauthorized access to RemoteController. Consider using a standard authentication mechanism to identify the source process.,Spoofing the FleetController Process,False,False,unauthorized access,1.0,FleetController,GE.P,RemoteController,GE.P
28,29,320.0,KeepControll( ),Spoofing,RemoteController may be spoofed by an attacker and this may lead to information disclosure by FleetController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the RemoteController Process,True,Information Disclosure,False,1.0,FleetController,GE.P,RemoteController,GE.P
29,30,321.0,KeepControll( ),Tampering,Data flowing across KeepControll( ) may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,True,Denial Of Service,False,1.0,FleetController,GE.P,RemoteController,GE.P
30,31,321.0,KeepControll( ),Tampering,Data flowing across KeepControll( ) may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,True,Elevation Of Privilege,False,1.0,FleetController,GE.P,RemoteController,GE.P
31,32,321.0,KeepControll( ),Tampering,Data flowing across KeepControll( ) may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,True,Information Disclosure,False,1.0,FleetController,GE.P,RemoteController,GE.P
32,33,322.0,KeepControll( ),Repudiation,"RemoteController claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",Potential Data Repudiation by RemoteController,False,False,Data Repudiation,1.0,FleetController,GE.P,RemoteController,GE.P
33,34,323.0,KeepControll( ),Information Disclosure,"Data flowing across KeepControll( ) may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",Data Flow Sniffing,False,False,Data Flow Sniffing,1.0,FleetController,GE.P,RemoteController,GE.P
34,35,324.0,KeepControll( ),Denial Of Service,"RemoteController crashes, halts, stops or runs slowly; in all cases violating an availability metric.",Potential Process Crash or Stop for RemoteController,False,False,Crashes,1.0,FleetController,GE.P,RemoteController,GE.P
35,36,325.0,KeepControll( ),Denial Of Service,An external agent interrupts data flowing across a trust boundary in either direction.,Data Flow KeepControll( ) Is Potentially Interrupted,False,False,Interrupt data flowing,1.0,FleetController,GE.P,RemoteController,GE.P
36,37,326.0,KeepControll( ),Elevation Of Privilege,FleetController may be able to remotely execute code for RemoteController.,RemoteController May be Subject to Elevation of Privilege Using Remote Code Execution,False,False,remotely execute code,1.0,FleetController,GE.P,RemoteController,GE.P
37,38,327.0,KeepControll( ),Elevation Of Privilege,An attacker may pass data into RemoteController in order to change the flow of program execution within RemoteController to the attacker's choosing.,Elevation by Changing the Execution Flow in RemoteController,False,False,change the flow of program execution,1.0,FleetController,GE.P,RemoteController,GE.P
38,39,328.0,KeepControll( ),Elevation Of Privilege,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting. The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",Cross Site Request Forgery,False,False,Cross-site request forgery,1.0,FleetController,GE.P,RemoteController,GE.P
39,40,329.0,GrantControll( ),Spoofing,FleetController may be spoofed by an attacker and this may lead to unauthorized access to RemoteController. Consider using a standard authentication mechanism to identify the source process.,Spoofing the FleetController Process,False,False,unauthorized access,1.0,FleetController,GE.P,RemoteController,GE.P
40,41,330.0,GrantControll( ),Spoofing,RemoteController may be spoofed by an attacker and this may lead to information disclosure by FleetController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the RemoteController Process,True,Information Disclosure,False,1.0,FleetController,GE.P,RemoteController,GE.P
41,42,331.0,GrantControll( ),Tampering,Data flowing across GrantControll( ) may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,True,Denial Of Service,False,1.0,FleetController,GE.P,RemoteController,GE.P
42,43,331.0,GrantControll( ),Tampering,Data flowing across GrantControll( ) may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,True,Elevation Of Privilege,False,1.0,FleetController,GE.P,RemoteController,GE.P
43,44,331.0,GrantControll( ),Tampering,Data flowing across GrantControll( ) may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,True,Information Disclosure,False,1.0,FleetController,GE.P,RemoteController,GE.P
44,45,332.0,GrantControll( ),Repudiation,"RemoteController claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",Potential Data Repudiation by RemoteController,False,False,Data Repudiation,1.0,FleetController,GE.P,RemoteController,GE.P
45,46,333.0,GrantControll( ),Information Disclosure,"Data flowing across GrantControll( ) may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",Data Flow Sniffing,False,False,Data Flow Sniffing,1.0,FleetController,GE.P,RemoteController,GE.P
46,47,334.0,GrantControll( ),Denial Of Service,"RemoteController crashes, halts, stops or runs slowly; in all cases violating an availability metric.",Potential Process Crash or Stop for RemoteController,False,False,Crashes,1.0,FleetController,GE.P,RemoteController,GE.P
47,48,335.0,GrantControll( ),Denial Of Service,An external agent interrupts data flowing across a trust boundary in either direction.,Data Flow GrantControll( ) Is Potentially Interrupted,False,False,Interrupt data flowing,1.0,FleetController,GE.P,RemoteController,GE.P
48,49,336.0,GrantControll( ),Elevation Of Privilege,FleetController may be able to remotely execute code for RemoteController.,RemoteController May be Subject to Elevation of Privilege Using Remote Code Execution,False,False,remotely execute code,1.0,FleetController,GE.P,RemoteController,GE.P
49,50,337.0,GrantControll( ),Elevation Of Privilege,An attacker may pass data into RemoteController in order to change the flow of program execution within RemoteController to the attacker's choosing.,Elevation by Changing the Execution Flow in RemoteController,False,False,change the flow of program execution,1.0,FleetController,GE.P,RemoteController,GE.P
50,51,338.0,GrantControll( ),Elevation Of Privilege,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting. The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",Cross Site Request Forgery,False,False,Cross-site request forgery,1.0,FleetController,GE.P,RemoteController,GE.P
51,52,339.0,Command(int command ;int userId),Spoofing,RemoteController may be spoofed by an attacker and this may lead to unauthorized access to HX01. Consider using a standard authentication mechanism to identify the source process.,Spoofing the RemoteController Process,False,False,unauthorized access,2.0,RemoteController,GE.P,HX01,GE.P
52,53,340.0,Command(int command ;int userId),Spoofing,HX01 may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the HX01 Process,True,Information Disclosure,False,2.0,RemoteController,GE.P,HX01,GE.P
53,54,341.0,Command(int command ;int userId),Tampering,"Data flowing across Command(int command ,int userId) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.",Potential Lack of Input Validation for HX01,True,Denial Of Service,False,2.0,RemoteController,GE.P,HX01,GE.P
54,55,341.0,Command(int command ;int userId),Tampering,"Data flowing across Command(int command ,int userId) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.",Potential Lack of Input Validation for HX01,True,Elevation Of Privilege,False,2.0,RemoteController,GE.P,HX01,GE.P
55,56,341.0,Command(int command ;int userId),Tampering,"Data flowing across Command(int command ,int userId) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.",Potential Lack of Input Validation for HX01,True,Information Disclosure,False,2.0,RemoteController,GE.P,HX01,GE.P
56,57,342.0,Command(int command ;int userId),Repudiation,"HX01 claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",Potential Data Repudiation by HX01,False,False,Data Repudiation,2.0,RemoteController,GE.P,HX01,GE.P
57,58,343.0,Command(int command ;int userId),Information Disclosure,"Data flowing across Command(int command ,int userId) may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",Data Flow Sniffing,False,False,Data Flow Sniffing,2.0,RemoteController,GE.P,HX01,GE.P
58,59,344.0,Command(int command ;int userId),Denial Of Service,"HX01 crashes, halts, stops or runs slowly; in all cases violating an availability metric.",Potential Process Crash or Stop for HX01,False,False,Crashes,2.0,RemoteController,GE.P,HX01,GE.P
59,60,345.0,Command(int command ;int userId),Denial Of Service,An external agent interrupts data flowing across a trust boundary in either direction.,"Data Flow Command(int command ,int userId) Is Potentially Interrupted",False,False,Interrupt data flowing,2.0,RemoteController,GE.P,HX01,GE.P
60,61,346.0,Command(int command ;int userId),Elevation Of Privilege,RemoteController may be able to remotely execute code for HX01.,HX01 May be Subject to Elevation of Privilege Using Remote Code Execution,False,False,remotely execute code,2.0,RemoteController,GE.P,HX01,GE.P
61,62,347.0,Command(int command ;int userId),Elevation Of Privilege,An attacker may pass data into HX01 in order to change the flow of program execution within HX01 to the attacker's choosing.,Elevation by Changing the Execution Flow in HX01,False,False,change the flow of program execution,2.0,RemoteController,GE.P,HX01,GE.P
62,63,348.0,Command(int command ;int userId),Elevation Of Privilege,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting. The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",Cross Site Request Forgery,False,False,Cross-site request forgery,2.0,RemoteController,GE.P,HX01,GE.P
63,64,349.0,CommandDone(),Spoofing,HX01 may be spoofed by an attacker and this may lead to unauthorized access to RemoteController. Consider using a standard authentication mechanism to identify the source process.,Spoofing the HX01 Process,False,False,unauthorized access,1.0,HX01,GE.P,RemoteController,GE.P
64,65,350.0,CommandDone(),Spoofing,RemoteController may be spoofed by an attacker and this may lead to information disclosure by HX01. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the RemoteController Process,True,Information Disclosure,False,1.0,HX01,GE.P,RemoteController,GE.P
65,66,351.0,CommandDone(),Tampering,Data flowing across CommandDone() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,True,Denial Of Service,False,1.0,HX01,GE.P,RemoteController,GE.P
66,67,351.0,CommandDone(),Tampering,Data flowing across CommandDone() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,True,Elevation Of Privilege,False,1.0,HX01,GE.P,RemoteController,GE.P
67,68,351.0,CommandDone(),Tampering,Data flowing across CommandDone() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,True,Information Disclosure,False,1.0,HX01,GE.P,RemoteController,GE.P
68,69,352.0,CommandDone(),Repudiation,"RemoteController claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",Potential Data Repudiation by RemoteController,False,False,Data Repudiation,1.0,HX01,GE.P,RemoteController,GE.P
69,70,353.0,CommandDone(),Information Disclosure,"Data flowing across CommandDone() may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",Data Flow Sniffing,False,False,Data Flow Sniffing,1.0,HX01,GE.P,RemoteController,GE.P
70,71,354.0,CommandDone(),Denial Of Service,"RemoteController crashes, halts, stops or runs slowly; in all cases violating an availability metric.",Potential Process Crash or Stop for RemoteController,False,False,Crashes,1.0,HX01,GE.P,RemoteController,GE.P
71,72,355.0,CommandDone(),Denial Of Service,An external agent interrupts data flowing across a trust boundary in either direction.,Data Flow CommandDone() Is Potentially Interrupted,False,False,Interrupt data flowing,1.0,HX01,GE.P,RemoteController,GE.P
72,73,356.0,CommandDone(),Elevation Of Privilege,HX01 may be able to remotely execute code for RemoteController.,RemoteController May be Subject to Elevation of Privilege Using Remote Code Execution,False,False,remotely execute code,1.0,HX01,GE.P,RemoteController,GE.P
73,74,357.0,CommandDone(),Elevation Of Privilege,An attacker may pass data into RemoteController in order to change the flow of program execution within RemoteController to the attacker's choosing.,Elevation by Changing the Execution Flow in RemoteController,False,False,change the flow of program execution,1.0,HX01,GE.P,RemoteController,GE.P
74,75,358.0,CommandDone(),Elevation Of Privilege,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting. The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",Cross Site Request Forgery,False,False,Cross-site request forgery,1.0,HX01,GE.P,RemoteController,GE.P
75,76,359.0,CurentStatus(int status),Spoofing,RemoteController may be spoofed by an attacker and this may lead to unauthorized access to HX01. Consider using a standard authentication mechanism to identify the source process.,Spoofing the RemoteController Process,False,False,unauthorized access,5.0,RemoteController,GE.P,HX01,GE.P
76,77,360.0,CurentStatus(int status),Spoofing,HX01 may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the HX01 Process,True,Information Disclosure,False,5.0,RemoteController,GE.P,HX01,GE.P
77,78,361.0,CurentStatus(int status),Tampering,Data flowing across CurentStatus(int status) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for HX01,True,Denial Of Service,False,5.0,RemoteController,GE.P,HX01,GE.P
78,79,361.0,CurentStatus(int status),Tampering,Data flowing across CurentStatus(int status) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for HX01,True,Information Disclosure,False,5.0,RemoteController,GE.P,HX01,GE.P
79,80,361.0,CurentStatus(int status),Tampering,Data flowing across CurentStatus(int status) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for HX01,True,Elevation Of Privilege,False,5.0,RemoteController,GE.P,HX01,GE.P
80,81,362.0,CurentStatus(int status),Repudiation,"HX01 claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",Potential Data Repudiation by HX01,False,False,Data Repudiation,5.0,RemoteController,GE.P,HX01,GE.P
81,82,363.0,CurentStatus(int status),Information Disclosure,"Data flowing across CurentStatus(int status) may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",Data Flow Sniffing,False,False,Data Flow Sniffing,5.0,RemoteController,GE.P,HX01,GE.P
